Order_ID,Order_Date,Customer_ID,Age,Gender,State,Product_Name,Category,Quantity,Unit_Price,Revenue,Payment_Method,Channel,Customer_Type,Year,Month,Month_Name,Quarter
ORD05285,2025-08-30,CUST3645,30,Female,Karnataka,Hair Serum,Hair Care,5,699,3495,COD,Amazon,New,2025,8,August,3
ORD05286,2024-01-02,CUST6722,23,Female,Gujarat,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,New,2024,1,January,1
ORD05287,2025-03-01,CUST7036,23,Female,Gujarat,Hair Serum,Hair Care,1,699,699,COD,Amazon,New,2025,3,March,1
ORD05288,2024-01-30,CUST3513,34,Male,Karnataka,Hair Capsules,Hair Care,2,899,1798,Credit Card,Website,Repeat,2024,1,January,1
ORD05289,2024-09-08,CUST5015,42,Male,Rajasthan,Detox Tea,Detox,1,599,599,Credit Card,Flipkart,New,2024,9,September,3
ORD05290,2025-09-19,CUST3323,33,Female,Gujarat,Hair Capsules,Hair Care,3,899,2697,Credit Card,Flipkart,Repeat,2025,9,September,3
ORD05291,2024-11-21,CUST8423,18,Male,Gujarat,Hair Oil,Hair Care,4,499,1996,Debit Card,Flipkart,Repeat,2024,11,November,4
ORD05292,2025-06-02,CUST3899,32,Male,Delhi,Skin Glow Tablets,Beauty,2,799,1598,UPI,Website,Repeat,2025,6,June,2
ORD05293,2024-08-14,CUST5797,19,Male,Gujarat,Immunity Booster,Immunity,3,649,1947,UPI,Website,Repeat,2024,8,August,3
ORD05294,2025-04-24,CUST8045,26,Female,Delhi,Weight Control Capsules,Weight Management,5,1199,5995,COD,Amazon,Repeat,2025,4,April,2
ORD05295,2024-11-18,CUST7929,38,Male,Bihar,Detox Tea,Detox,4,599,2396,Debit Card,Website,New,2024,11,November,4
ORD05296,2024-08-30,CUST6545,51,Female,West Bengal,Hair Serum,Hair Care,2,699,1398,Credit Card,Flipkart,New,2024,8,August,3
ORD05297,2024-09-04,CUST8735,45,Female,Delhi,Hair Capsules,Hair Care,1,899,899,UPI,Website,Repeat,2024,9,September,3
ORD05298,2024-02-03,CUST6575,50,Male,Bihar,Hair Capsules,Hair Care,1,899,899,COD,Flipkart,Repeat,2024,2,February,1
ORD05299,2025-02-04,CUST1605,52,Female,Delhi,Skin Glow Tablets,Beauty,5,799,3995,COD,Website,New,2025,2,February,1
ORD05300,2025-04-18,CUST7613,44,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,3,1199,3597,COD,Website,New,2025,4,April,2
ORD05301,2025-09-20,CUST2215,42,Male,Haryana,Hair Serum,Hair Care,1,699,699,UPI,Website,New,2025,9,September,3
ORD05302,2025-02-24,CUST1781,50,Male,Bihar,Weight Control Capsules,Weight Management,5,1199,5995,Debit Card,Amazon,Repeat,2025,2,February,1
ORD05303,2025-04-04,CUST8532,31,Male,Haryana,Immunity Booster,Immunity,3,649,1947,COD,Amazon,New,2025,4,April,2
ORD05304,2024-10-17,CUST7077,36,Female,Haryana,Weight Control Capsules,Weight Management,5,1199,5995,COD,Flipkart,Repeat,2024,10,October,4
ORD05305,2025-12-30,CUST3637,49,Female,Uttar Pradesh,Detox Tea,Detox,1,599,599,COD,Flipkart,Repeat,2025,12,December,4
ORD05306,2024-10-24,CUST8181,28,Male,Rajasthan,Immunity Booster,Immunity,5,649,3245,COD,Amazon,Repeat,2024,10,October,4
ORD05307,2024-11-21,CUST5424,52,Female,Uttar Pradesh,Immunity Booster,Immunity,5,649,3245,UPI,Flipkart,Repeat,2024,11,November,4
ORD05308,2024-06-26,CUST6581,30,Male,Bihar,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Website,New,2024,6,June,2
ORD05309,2025-09-10,CUST9172,18,Female,West Bengal,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Amazon,Repeat,2025,9,September,3
ORD05310,2025-11-20,CUST7619,34,Female,Gujarat,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Amazon,New,2025,11,November,4
ORD05311,2025-10-07,CUST5658,51,Female,Punjab,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Amazon,Repeat,2025,10,October,4
ORD05312,2025-04-19,CUST6935,41,Male,Delhi,Immunity Booster,Immunity,1,649,649,Debit Card,Website,New,2025,4,April,2
ORD05313,2025-05-18,CUST3489,18,Male,Delhi,Skin Glow Tablets,Beauty,4,799,3196,UPI,Website,New,2025,5,May,2
ORD05314,2024-08-13,CUST1199,28,Male,Bihar,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Flipkart,Repeat,2024,8,August,3
ORD05315,2025-07-27,CUST1004,36,Male,Haryana,Hair Serum,Hair Care,1,699,699,COD,Flipkart,Repeat,2025,7,July,3
ORD05316,2024-06-26,CUST4901,59,Male,Bihar,Weight Control Capsules,Weight Management,5,1199,5995,Credit Card,Amazon,Repeat,2024,6,June,2
ORD05317,2024-04-06,CUST1016,22,Female,Uttar Pradesh,Hair Capsules,Hair Care,4,899,3596,Debit Card,Flipkart,Repeat,2024,4,April,2
ORD05318,2025-06-29,CUST7230,27,Female,Punjab,Hair Serum,Hair Care,5,699,3495,Credit Card,Flipkart,Repeat,2025,6,June,2
ORD05319,2025-01-11,CUST3475,33,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,5,1199,5995,Debit Card,Website,New,2025,1,January,1
ORD05320,2025-02-27,CUST9207,21,Female,Karnataka,Detox Tea,Detox,3,599,1797,COD,Flipkart,Repeat,2025,2,February,1
ORD05321,2024-01-11,CUST6139,40,Male,Karnataka,Hair Serum,Hair Care,4,699,2796,UPI,Amazon,Repeat,2024,1,January,1
ORD05322,2024-02-01,CUST9928,42,Male,West Bengal,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Website,Repeat,2024,2,February,1
ORD05323,2025-02-26,CUST1268,19,Female,Haryana,Hair Oil,Hair Care,4,499,1996,COD,Flipkart,Repeat,2025,2,February,1
ORD05324,2025-04-26,CUST7246,22,Male,Rajasthan,Hair Oil,Hair Care,5,499,2495,UPI,Amazon,Repeat,2025,4,April,2
ORD05325,2025-03-27,CUST8074,24,Female,Delhi,Immunity Booster,Immunity,5,649,3245,Credit Card,Amazon,Repeat,2025,3,March,1
ORD05326,2025-10-01,CUST1111,55,Female,Bihar,Hair Oil,Hair Care,5,499,2495,Debit Card,Amazon,Repeat,2025,10,October,4
ORD05327,2024-03-10,CUST6956,59,Female,Gujarat,Skin Glow Tablets,Beauty,2,799,1598,COD,Amazon,New,2024,3,March,1
ORD05328,2024-11-28,CUST4260,52,Female,Rajasthan,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Amazon,Repeat,2024,11,November,4
ORD05329,2025-09-27,CUST1930,27,Female,Rajasthan,Hair Serum,Hair Care,3,699,2097,Credit Card,Flipkart,Repeat,2025,9,September,3
ORD05330,2025-04-16,CUST5417,30,Male,Punjab,Hair Serum,Hair Care,3,699,2097,UPI,Website,Repeat,2025,4,April,2
ORD05331,2024-05-09,CUST9697,18,Female,West Bengal,Skin Glow Tablets,Beauty,4,799,3196,UPI,Amazon,New,2024,5,May,2
ORD05332,2024-12-25,CUST3357,43,Female,Maharashtra,Weight Control Capsules,Weight Management,3,1199,3597,COD,Website,New,2024,12,December,4
ORD05333,2025-02-23,CUST9928,22,Male,Karnataka,Hair Serum,Hair Care,1,699,699,Debit Card,Website,Repeat,2025,2,February,1
ORD05334,2025-11-08,CUST8866,39,Female,Gujarat,Hair Capsules,Hair Care,2,899,1798,Debit Card,Amazon,Repeat,2025,11,November,4
ORD05335,2024-06-04,CUST5702,34,Female,Delhi,Hair Capsules,Hair Care,2,899,1798,UPI,Website,Repeat,2024,6,June,2
ORD05336,2025-03-02,CUST4413,56,Male,Maharashtra,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Website,New,2025,3,March,1
ORD05337,2025-08-04,CUST7942,51,Male,Gujarat,Detox Tea,Detox,3,599,1797,UPI,Website,Repeat,2025,8,August,3
ORD05338,2024-05-10,CUST5555,28,Female,Bihar,Immunity Booster,Immunity,3,649,1947,UPI,Website,Repeat,2024,5,May,2
ORD05339,2025-05-31,CUST2203,30,Male,Delhi,Hair Serum,Hair Care,3,699,2097,UPI,Flipkart,Repeat,2025,5,May,2
ORD05340,2025-10-03,CUST5728,42,Male,Uttar Pradesh,Immunity Booster,Immunity,2,649,1298,COD,Website,Repeat,2025,10,October,4
ORD05341,2024-04-13,CUST5047,32,Female,Karnataka,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Website,Repeat,2024,4,April,2
ORD05342,2025-07-28,CUST1129,25,Female,Rajasthan,Immunity Booster,Immunity,1,649,649,Credit Card,Flipkart,Repeat,2025,7,July,3
ORD05343,2024-01-25,CUST6107,18,Female,Punjab,Weight Control Capsules,Weight Management,4,1199,4796,COD,Website,New,2024,1,January,1
ORD05344,2024-06-18,CUST4653,31,Female,Uttar Pradesh,Hair Oil,Hair Care,5,499,2495,Debit Card,Flipkart,New,2024,6,June,2
ORD05345,2025-04-20,CUST3870,32,Female,Rajasthan,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,New,2025,4,April,2
ORD05346,2024-12-09,CUST1603,56,Male,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,UPI,Website,Repeat,2024,12,December,4
ORD05347,2025-05-14,CUST4356,22,Male,Maharashtra,Weight Control Capsules,Weight Management,5,1199,5995,COD,Amazon,Repeat,2025,5,May,2
ORD05348,2024-03-27,CUST1879,51,Male,Delhi,Detox Tea,Detox,3,599,1797,Debit Card,Amazon,New,2024,3,March,1
ORD05349,2024-01-24,CUST2606,36,Female,Delhi,Hair Serum,Hair Care,1,699,699,COD,Website,Repeat,2024,1,January,1
ORD05350,2025-12-19,CUST5866,19,Male,Haryana,Hair Capsules,Hair Care,3,899,2697,Debit Card,Flipkart,New,2025,12,December,4
ORD05351,2025-04-25,CUST2961,58,Male,Punjab,Detox Tea,Detox,1,599,599,Debit Card,Amazon,New,2025,4,April,2
ORD05352,2025-12-27,CUST1745,52,Female,West Bengal,Skin Glow Tablets,Beauty,2,799,1598,UPI,Flipkart,Repeat,2025,12,December,4
ORD05353,2025-02-14,CUST5078,41,Female,Punjab,Detox Tea,Detox,5,599,2995,COD,Flipkart,Repeat,2025,2,February,1
ORD05354,2024-05-20,CUST6600,26,Male,Haryana,Skin Glow Tablets,Beauty,2,799,1598,UPI,Amazon,Repeat,2024,5,May,2
ORD05355,2024-06-05,CUST7747,41,Male,Rajasthan,Weight Control Capsules,Weight Management,5,1199,5995,Credit Card,Flipkart,New,2024,6,June,2
ORD05356,2025-08-11,CUST3823,38,Male,Bihar,Immunity Booster,Immunity,1,649,649,COD,Flipkart,Repeat,2025,8,August,3
ORD05357,2024-02-21,CUST5584,38,Female,Uttar Pradesh,Hair Serum,Hair Care,1,699,699,Debit Card,Website,Repeat,2024,2,February,1
ORD05358,2025-06-04,CUST9164,53,Female,Punjab,Hair Oil,Hair Care,3,499,1497,Debit Card,Website,Repeat,2025,6,June,2
ORD05359,2024-02-21,CUST7637,27,Female,Haryana,Immunity Booster,Immunity,1,649,649,Debit Card,Website,Repeat,2024,2,February,1
ORD05360,2025-12-23,CUST5079,29,Male,West Bengal,Hair Oil,Hair Care,1,499,499,COD,Flipkart,Repeat,2025,12,December,4
ORD05361,2024-11-30,CUST6681,56,Male,Karnataka,Weight Control Capsules,Weight Management,2,1199,2398,COD,Website,New,2024,11,November,4
ORD05362,2024-12-10,CUST3266,29,Male,Rajasthan,Hair Capsules,Hair Care,4,899,3596,Debit Card,Website,Repeat,2024,12,December,4
ORD05363,2024-07-28,CUST8749,36,Male,Bihar,Detox Tea,Detox,2,599,1198,Credit Card,Flipkart,Repeat,2024,7,July,3
ORD05364,2025-02-10,CUST3471,21,Female,Bihar,Weight Control Capsules,Weight Management,5,1199,5995,Debit Card,Flipkart,New,2025,2,February,1
ORD05365,2025-11-11,CUST6736,31,Male,Haryana,Detox Tea,Detox,4,599,2396,COD,Flipkart,Repeat,2025,11,November,4
ORD05366,2025-04-19,CUST6635,46,Male,Delhi,Hair Oil,Hair Care,3,499,1497,Debit Card,Website,New,2025,4,April,2
ORD05367,2024-10-26,CUST1680,49,Male,Delhi,Hair Oil,Hair Care,4,499,1996,COD,Amazon,Repeat,2024,10,October,4
ORD05368,2025-11-07,CUST7521,35,Female,Rajasthan,Hair Capsules,Hair Care,3,899,2697,UPI,Website,Repeat,2025,11,November,4
ORD05369,2025-02-24,CUST3951,42,Male,Maharashtra,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Website,Repeat,2025,2,February,1
ORD05370,2025-04-15,CUST6060,31,Female,Uttar Pradesh,Hair Oil,Hair Care,1,499,499,Debit Card,Amazon,New,2025,4,April,2
ORD05371,2024-07-24,CUST3021,20,Male,Karnataka,Immunity Booster,Immunity,1,649,649,Credit Card,Website,New,2024,7,July,3
ORD05372,2025-09-25,CUST2699,30,Male,Uttar Pradesh,Hair Serum,Hair Care,4,699,2796,UPI,Website,New,2025,9,September,3
ORD05373,2024-12-18,CUST1892,40,Female,Uttar Pradesh,Detox Tea,Detox,5,599,2995,Credit Card,Website,New,2024,12,December,4
ORD05374,2024-11-14,CUST3513,42,Female,Haryana,Skin Glow Tablets,Beauty,1,799,799,Debit Card,Amazon,New,2024,11,November,4
ORD05375,2025-06-05,CUST9264,49,Male,Karnataka,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Website,Repeat,2025,6,June,2
ORD05376,2024-03-08,CUST2591,52,Female,Maharashtra,Hair Capsules,Hair Care,4,899,3596,UPI,Website,New,2024,3,March,1
ORD05377,2024-11-19,CUST1654,34,Female,Bihar,Hair Serum,Hair Care,2,699,1398,UPI,Amazon,New,2024,11,November,4
ORD05378,2024-07-13,CUST2660,44,Female,Maharashtra,Weight Control Capsules,Weight Management,5,1199,5995,UPI,Website,Repeat,2024,7,July,3
ORD05379,2025-04-20,CUST2660,52,Female,Delhi,Hair Oil,Hair Care,4,499,1996,Debit Card,Flipkart,Repeat,2025,4,April,2
ORD05380,2024-06-16,CUST7277,50,Female,Rajasthan,Hair Serum,Hair Care,1,699,699,COD,Amazon,New,2024,6,June,2
ORD05381,2024-06-20,CUST3517,20,Female,Rajasthan,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,New,2024,6,June,2
ORD05382,2025-02-23,CUST4138,39,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,5,1199,5995,COD,Website,Repeat,2025,2,February,1
ORD05383,2025-09-24,CUST6093,35,Female,Bihar,Detox Tea,Detox,5,599,2995,Debit Card,Flipkart,Repeat,2025,9,September,3
ORD05384,2024-11-08,CUST6920,50,Female,West Bengal,Hair Oil,Hair Care,4,499,1996,Credit Card,Amazon,New,2024,11,November,4
ORD05385,2024-07-29,CUST9477,56,Male,Haryana,Detox Tea,Detox,4,599,2396,Debit Card,Website,New,2024,7,July,3
ORD05386,2024-11-14,CUST8915,31,Male,Punjab,Hair Oil,Hair Care,3,499,1497,COD,Amazon,Repeat,2024,11,November,4
ORD05387,2024-09-10,CUST1970,52,Female,Maharashtra,Hair Serum,Hair Care,2,699,1398,COD,Flipkart,New,2024,9,September,3
ORD05388,2024-11-17,CUST3375,46,Female,Karnataka,Hair Oil,Hair Care,2,499,998,Debit Card,Website,Repeat,2024,11,November,4
ORD05389,2024-08-22,CUST4968,35,Male,Karnataka,Immunity Booster,Immunity,3,649,1947,UPI,Amazon,New,2024,8,August,3
ORD05390,2025-04-14,CUST1704,58,Female,Karnataka,Skin Glow Tablets,Beauty,1,799,799,COD,Website,Repeat,2025,4,April,2
ORD05391,2025-11-25,CUST9451,33,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Amazon,New,2025,11,November,4
ORD05392,2024-04-06,CUST3684,24,Female,Uttar Pradesh,Hair Serum,Hair Care,2,699,1398,COD,Website,New,2024,4,April,2
ORD05393,2025-11-10,CUST3137,57,Female,Delhi,Hair Serum,Hair Care,2,699,1398,Debit Card,Website,Repeat,2025,11,November,4
ORD05394,2025-03-21,CUST8566,19,Male,Delhi,Hair Oil,Hair Care,5,499,2495,COD,Website,Repeat,2025,3,March,1
ORD05395,2025-11-16,CUST2567,36,Male,Uttar Pradesh,Hair Serum,Hair Care,5,699,3495,UPI,Website,Repeat,2025,11,November,4
ORD05396,2025-04-22,CUST8280,46,Female,West Bengal,Skin Glow Tablets,Beauty,5,799,3995,COD,Flipkart,Repeat,2025,4,April,2
ORD05397,2024-09-26,CUST2286,22,Female,Rajasthan,Detox Tea,Detox,3,599,1797,UPI,Website,New,2024,9,September,3
ORD05398,2025-11-12,CUST1085,22,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,3,799,2397,COD,Website,New,2025,11,November,4
ORD05399,2024-07-07,CUST5645,26,Male,Maharashtra,Hair Oil,Hair Care,1,499,499,Debit Card,Flipkart,Repeat,2024,7,July,3
ORD05400,2025-05-25,CUST6921,42,Female,Rajasthan,Hair Oil,Hair Care,5,499,2495,COD,Amazon,New,2025,5,May,2
ORD05401,2025-12-05,CUST4692,53,Male,Punjab,Immunity Booster,Immunity,1,649,649,COD,Website,Repeat,2025,12,December,4
ORD05402,2024-01-14,CUST7358,41,Female,Rajasthan,Detox Tea,Detox,3,599,1797,Credit Card,Website,New,2024,1,January,1
ORD05403,2025-12-19,CUST3825,23,Male,Haryana,Weight Control Capsules,Weight Management,2,1199,2398,UPI,Flipkart,New,2025,12,December,4
ORD05404,2024-06-06,CUST4175,41,Female,Uttar Pradesh,Immunity Booster,Immunity,2,649,1298,Credit Card,Amazon,New,2024,6,June,2
ORD05405,2024-03-08,CUST1503,22,Male,Karnataka,Hair Capsules,Hair Care,2,899,1798,UPI,Amazon,Repeat,2024,3,March,1
ORD05406,2024-05-18,CUST2799,43,Female,Gujarat,Weight Control Capsules,Weight Management,1,1199,1199,COD,Amazon,Repeat,2024,5,May,2
ORD05407,2024-12-04,CUST2458,56,Male,Bihar,Hair Capsules,Hair Care,5,899,4495,COD,Amazon,Repeat,2024,12,December,4
ORD05408,2024-09-27,CUST5718,29,Female,Bihar,Hair Serum,Hair Care,4,699,2796,Debit Card,Flipkart,Repeat,2024,9,September,3
ORD05409,2025-07-09,CUST8776,51,Male,Uttar Pradesh,Hair Capsules,Hair Care,5,899,4495,UPI,Amazon,Repeat,2025,7,July,3
ORD05410,2024-06-26,CUST8461,40,Male,Bihar,Hair Oil,Hair Care,3,499,1497,UPI,Amazon,Repeat,2024,6,June,2
ORD05411,2024-04-10,CUST7547,45,Male,Bihar,Skin Glow Tablets,Beauty,2,799,1598,UPI,Website,New,2024,4,April,2
ORD05412,2024-08-15,CUST2395,23,Male,Bihar,Hair Oil,Hair Care,5,499,2495,COD,Website,Repeat,2024,8,August,3
ORD05413,2025-04-15,CUST8805,56,Male,Haryana,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Website,Repeat,2025,4,April,2
ORD05414,2025-01-17,CUST2062,41,Female,Gujarat,Hair Oil,Hair Care,5,499,2495,Debit Card,Amazon,Repeat,2025,1,January,1
ORD05415,2024-02-17,CUST5774,41,Female,Bihar,Hair Capsules,Hair Care,2,899,1798,Debit Card,Website,Repeat,2024,2,February,1
ORD05416,2024-11-06,CUST5327,39,Male,Karnataka,Hair Capsules,Hair Care,5,899,4495,UPI,Amazon,Repeat,2024,11,November,4
ORD05417,2024-08-07,CUST9779,44,Female,Rajasthan,Weight Control Capsules,Weight Management,4,1199,4796,Credit Card,Flipkart,Repeat,2024,8,August,3
ORD05418,2025-05-22,CUST4035,46,Male,Gujarat,Hair Oil,Hair Care,2,499,998,COD,Website,Repeat,2025,5,May,2
ORD05419,2024-06-10,CUST6909,19,Male,West Bengal,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Flipkart,New,2024,6,June,2
ORD05420,2025-02-10,CUST2851,26,Female,Bihar,Hair Capsules,Hair Care,5,899,4495,UPI,Flipkart,Repeat,2025,2,February,1
ORD05421,2024-11-10,CUST3509,50,Female,Gujarat,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Website,Repeat,2024,11,November,4
ORD05422,2025-07-25,CUST7142,31,Female,Haryana,Detox Tea,Detox,2,599,1198,Debit Card,Website,New,2025,7,July,3
ORD05423,2025-07-12,CUST1242,41,Male,Maharashtra,Skin Glow Tablets,Beauty,3,799,2397,Debit Card,Website,New,2025,7,July,3
ORD05424,2025-06-20,CUST9687,50,Male,Haryana,Detox Tea,Detox,1,599,599,Debit Card,Flipkart,New,2025,6,June,2
ORD05425,2025-12-06,CUST3958,49,Female,Maharashtra,Weight Control Capsules,Weight Management,3,1199,3597,Debit Card,Flipkart,Repeat,2025,12,December,4
ORD05426,2025-09-21,CUST6238,25,Male,Uttar Pradesh,Detox Tea,Detox,4,599,2396,Credit Card,Amazon,New,2025,9,September,3
ORD05427,2025-06-27,CUST5425,26,Male,Punjab,Hair Serum,Hair Care,2,699,1398,UPI,Amazon,New,2025,6,June,2
ORD05428,2025-06-02,CUST9908,25,Male,Haryana,Skin Glow Tablets,Beauty,5,799,3995,COD,Website,New,2025,6,June,2
ORD05429,2024-09-14,CUST2019,46,Male,Rajasthan,Detox Tea,Detox,4,599,2396,UPI,Website,Repeat,2024,9,September,3
ORD05430,2025-12-09,CUST7357,45,Female,Rajasthan,Detox Tea,Detox,3,599,1797,Debit Card,Amazon,New,2025,12,December,4
ORD05431,2025-03-20,CUST8670,31,Male,Gujarat,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Amazon,Repeat,2025,3,March,1
ORD05432,2025-03-11,CUST7224,57,Female,West Bengal,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,New,2025,3,March,1
ORD05433,2024-06-14,CUST9656,56,Female,Bihar,Hair Capsules,Hair Care,3,899,2697,UPI,Amazon,New,2024,6,June,2
ORD05434,2024-09-21,CUST7072,22,Male,Gujarat,Weight Control Capsules,Weight Management,4,1199,4796,Credit Card,Amazon,Repeat,2024,9,September,3
ORD05435,2024-10-22,CUST2962,43,Male,Bihar,Hair Serum,Hair Care,5,699,3495,UPI,Website,New,2024,10,October,4
ORD05436,2024-01-23,CUST3263,58,Male,Gujarat,Detox Tea,Detox,1,599,599,COD,Amazon,New,2024,1,January,1
ORD05437,2024-11-11,CUST4723,46,Male,Punjab,Hair Serum,Hair Care,1,699,699,UPI,Amazon,New,2024,11,November,4
ORD05438,2025-04-02,CUST8737,34,Male,Bihar,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Flipkart,Repeat,2025,4,April,2
ORD05439,2025-01-21,CUST4990,26,Male,Delhi,Hair Capsules,Hair Care,3,899,2697,COD,Amazon,New,2025,1,January,1
ORD05440,2025-10-09,CUST2470,39,Female,Haryana,Hair Oil,Hair Care,5,499,2495,Debit Card,Website,Repeat,2025,10,October,4
ORD05441,2025-08-08,CUST2326,21,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Website,Repeat,2025,8,August,3
ORD05442,2025-03-18,CUST8544,28,Female,Gujarat,Hair Oil,Hair Care,3,499,1497,Debit Card,Amazon,New,2025,3,March,1
ORD05443,2025-12-27,CUST9268,45,Male,Maharashtra,Hair Oil,Hair Care,3,499,1497,Debit Card,Website,New,2025,12,December,4
ORD05444,2025-10-02,CUST3325,40,Male,Karnataka,Hair Capsules,Hair Care,5,899,4495,COD,Flipkart,Repeat,2025,10,October,4
ORD05445,2025-02-26,CUST5521,59,Female,Punjab,Detox Tea,Detox,3,599,1797,UPI,Flipkart,New,2025,2,February,1
ORD05446,2024-10-14,CUST4334,29,Female,Delhi,Immunity Booster,Immunity,5,649,3245,UPI,Website,New,2024,10,October,4
ORD05447,2024-10-11,CUST1511,46,Female,West Bengal,Immunity Booster,Immunity,2,649,1298,Debit Card,Amazon,Repeat,2024,10,October,4
ORD05448,2024-06-18,CUST6119,21,Female,Bihar,Detox Tea,Detox,4,599,2396,Credit Card,Flipkart,New,2024,6,June,2
ORD05449,2025-04-16,CUST9992,39,Male,West Bengal,Hair Oil,Hair Care,4,499,1996,COD,Website,Repeat,2025,4,April,2
ORD05450,2025-01-08,CUST7905,20,Male,Punjab,Weight Control Capsules,Weight Management,3,1199,3597,Debit Card,Website,New,2025,1,January,1
ORD05451,2024-05-02,CUST3847,29,Male,Maharashtra,Detox Tea,Detox,3,599,1797,Debit Card,Website,New,2024,5,May,2
ORD05452,2025-01-11,CUST7434,52,Male,Gujarat,Immunity Booster,Immunity,4,649,2596,UPI,Website,Repeat,2025,1,January,1
ORD05453,2024-12-07,CUST2356,56,Female,West Bengal,Immunity Booster,Immunity,4,649,2596,UPI,Website,New,2024,12,December,4
ORD05454,2024-03-15,CUST7047,25,Female,Bihar,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Website,Repeat,2024,3,March,1
ORD05455,2025-01-27,CUST4457,36,Female,West Bengal,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Website,New,2025,1,January,1
ORD05456,2025-12-05,CUST4771,35,Male,Bihar,Hair Serum,Hair Care,3,699,2097,Credit Card,Amazon,New,2025,12,December,4
ORD05457,2025-11-25,CUST5642,33,Female,Uttar Pradesh,Immunity Booster,Immunity,3,649,1947,Credit Card,Website,New,2025,11,November,4
ORD05458,2024-11-15,CUST3370,31,Female,Punjab,Skin Glow Tablets,Beauty,4,799,3196,COD,Flipkart,Repeat,2024,11,November,4
ORD05459,2024-10-01,CUST8813,56,Male,Gujarat,Hair Oil,Hair Care,4,499,1996,Debit Card,Website,New,2024,10,October,4
ORD05460,2024-09-23,CUST5257,48,Female,West Bengal,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,New,2024,9,September,3
ORD05461,2025-03-23,CUST6113,37,Male,Bihar,Hair Oil,Hair Care,5,499,2495,Credit Card,Website,Repeat,2025,3,March,1
ORD05462,2024-12-02,CUST4756,21,Female,Haryana,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Flipkart,New,2024,12,December,4
ORD05463,2025-06-03,CUST4796,34,Male,Rajasthan,Immunity Booster,Immunity,5,649,3245,UPI,Flipkart,Repeat,2025,6,June,2
ORD05464,2024-04-25,CUST5457,33,Male,Uttar Pradesh,Hair Oil,Hair Care,2,499,998,COD,Flipkart,New,2024,4,April,2
ORD05465,2025-01-04,CUST2821,32,Male,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,Credit Card,Flipkart,New,2025,1,January,1
ORD05466,2024-04-06,CUST2924,26,Female,West Bengal,Detox Tea,Detox,2,599,1198,Debit Card,Website,New,2024,4,April,2
ORD05467,2024-11-29,CUST9253,52,Female,Karnataka,Immunity Booster,Immunity,3,649,1947,Debit Card,Flipkart,Repeat,2024,11,November,4
ORD05468,2024-02-10,CUST9629,34,Male,Punjab,Detox Tea,Detox,3,599,1797,Credit Card,Website,Repeat,2024,2,February,1
ORD05469,2024-05-30,CUST2793,18,Female,West Bengal,Hair Oil,Hair Care,1,499,499,COD,Flipkart,Repeat,2024,5,May,2
ORD05470,2025-08-10,CUST7707,51,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,5,799,3995,Debit Card,Amazon,Repeat,2025,8,August,3
ORD05471,2025-05-30,CUST2846,24,Female,Karnataka,Hair Serum,Hair Care,4,699,2796,COD,Flipkart,Repeat,2025,5,May,2
ORD05472,2024-10-28,CUST5745,57,Female,Maharashtra,Hair Serum,Hair Care,5,699,3495,Credit Card,Website,New,2024,10,October,4
ORD05473,2024-11-29,CUST8535,32,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Amazon,Repeat,2024,11,November,4
ORD05474,2025-11-27,CUST9245,18,Male,Rajasthan,Detox Tea,Detox,2,599,1198,Credit Card,Amazon,Repeat,2025,11,November,4
