Order_ID,Order_Date,Customer_ID,Age,Gender,State,Product_Name,Category,Quantity,Unit_Price,Revenue,Payment_Method,Channel,Customer_Type
ORD04119,2025-07-22,CUST3615,42,Male,West Bengal,Immunity Booster,Immunity,4,649,2596,UPI,Website,New
ORD04120,2025-01-23,CUST1011,52,Male,Haryana,Skin Glow Tablets,Beauty,1,799,799,UPI,Website,Repeat
ORD04121,2024-04-07,CUST1446,41,Female,Rajasthan,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,New
ORD04122,2024-01-20,CUST6363,28,Female,Uttar Pradesh,Hair Serum,Hair Care,2,699,1398,COD,Website,Repeat
ORD04123,2025-10-03,CUST5037,57,Male,West Bengal,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Flipkart,New
ORD04124,2025-08-03,CUST7098,26,Male,Gujarat,Detox Tea,Detox,3,599,1797,UPI,Website,New
ORD04125,2025-01-05,CUST6671,31,Male,West Bengal,Weight Control Capsules,Weight Management,2,1199,2398,UPI,Flipkart,Repeat
ORD04126,2024-04-03,CUST9003,56,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,3,799,2397,Debit Card,Website,New
ORD04127,2025-10-05,CUST1020,18,Female,Rajasthan,Hair Serum,Hair Care,3,699,2097,Credit Card,Website,Repeat
ORD04128,2025-10-01,CUST7596,26,Female,Karnataka,Hair Serum,Hair Care,5,699,3495,COD,Amazon,Repeat
ORD04129,2024-11-28,CUST8975,28,Female,Karnataka,Hair Oil,Hair Care,4,499,1996,UPI,Amazon,Repeat
ORD04130,2024-01-25,CUST7739,59,Male,Gujarat,Hair Capsules,Hair Care,1,899,899,Debit Card,Amazon,New
ORD04131,2024-06-16,CUST1222,38,Female,Karnataka,Hair Capsules,Hair Care,3,899,2697,Credit Card,Website,New
ORD04132,2024-10-25,CUST6430,57,Female,Delhi,Hair Serum,Hair Care,2,699,1398,Credit Card,Amazon,New
ORD04133,2025-02-05,CUST7535,42,Female,Gujarat,Immunity Booster,Immunity,1,649,649,UPI,Website,New
ORD04134,2024-04-15,CUST6351,49,Female,Bihar,Detox Tea,Detox,4,599,2396,UPI,Flipkart,Repeat
ORD04135,2025-06-03,CUST8437,37,Male,Gujarat,Detox Tea,Detox,4,599,2396,UPI,Website,New
ORD04136,2025-06-01,CUST3091,44,Female,Uttar Pradesh,Hair Oil,Hair Care,3,499,1497,UPI,Flipkart,New
ORD04137,2025-03-13,CUST5432,56,Female,Uttar Pradesh,Hair Capsules,Hair Care,2,899,1798,UPI,Flipkart,New
ORD04138,2024-04-24,CUST8034,33,Female,West Bengal,Hair Oil,Hair Care,3,499,1497,UPI,Amazon,Repeat
ORD04139,2024-08-01,CUST5500,30,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Flipkart,Repeat
ORD04140,2025-12-27,CUST6020,44,Male,Punjab,Hair Oil,Hair Care,1,499,499,COD,Flipkart,Repeat
ORD04141,2025-11-10,CUST5726,21,Male,Delhi,Hair Capsules,Hair Care,2,899,1798,UPI,Amazon,Repeat
ORD04142,2025-10-23,CUST9672,30,Male,Gujarat,Hair Capsules,Hair Care,2,899,1798,COD,Amazon,Repeat
ORD04143,2025-11-19,CUST7690,44,Female,Delhi,Hair Oil,Hair Care,4,499,1996,Credit Card,Amazon,Repeat
ORD04144,2025-03-17,CUST6634,32,Male,Gujarat,Hair Serum,Hair Care,3,699,2097,Debit Card,Flipkart,Repeat
ORD04145,2024-01-09,CUST6862,42,Male,Karnataka,Skin Glow Tablets,Beauty,4,799,3196,UPI,Website,Repeat
ORD04146,2024-07-08,CUST6647,40,Female,Rajasthan,Hair Oil,Hair Care,1,499,499,Debit Card,Amazon,New
ORD04147,2024-11-17,CUST6234,39,Female,Delhi,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Amazon,New
ORD04148,2024-07-24,CUST3631,47,Female,Gujarat,Weight Control Capsules,Weight Management,5,1199,5995,COD,Flipkart,Repeat
ORD04149,2024-11-25,CUST5838,26,Female,West Bengal,Detox Tea,Detox,5,599,2995,Credit Card,Website,Repeat
ORD04150,2025-02-23,CUST4141,27,Male,Haryana,Skin Glow Tablets,Beauty,1,799,799,UPI,Flipkart,Repeat
ORD04151,2024-05-26,CUST5125,55,Female,Karnataka,Hair Capsules,Hair Care,2,899,1798,Credit Card,Website,Repeat
ORD04152,2024-04-28,CUST9054,25,Male,Karnataka,Hair Capsules,Hair Care,5,899,4495,COD,Website,New
ORD04153,2025-10-18,CUST7221,55,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,5,1199,5995,Credit Card,Amazon,New
ORD04154,2024-03-03,CUST2453,24,Male,Punjab,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Website,Repeat
ORD04155,2025-01-13,CUST2350,24,Male,West Bengal,Hair Capsules,Hair Care,1,899,899,Credit Card,Flipkart,Repeat
ORD04156,2025-05-27,CUST7981,48,Male,Bihar,Hair Capsules,Hair Care,4,899,3596,UPI,Flipkart,New
ORD04157,2024-10-13,CUST5843,24,Male,Karnataka,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Website,Repeat
ORD04158,2024-11-28,CUST9197,30,Male,Uttar Pradesh,Immunity Booster,Immunity,3,649,1947,COD,Website,New
ORD04159,2024-11-10,CUST3099,35,Male,Gujarat,Hair Oil,Hair Care,3,499,1497,UPI,Website,New
ORD04160,2025-05-16,CUST4750,27,Male,West Bengal,Hair Serum,Hair Care,1,699,699,Debit Card,Amazon,Repeat
ORD04161,2024-01-27,CUST4240,24,Female,Punjab,Hair Oil,Hair Care,1,499,499,UPI,Flipkart,New
ORD04162,2025-06-26,CUST1847,50,Male,Delhi,Hair Serum,Hair Care,3,699,2097,Debit Card,Amazon,Repeat
ORD04163,2025-10-08,CUST5533,46,Male,Maharashtra,Hair Capsules,Hair Care,4,899,3596,UPI,Amazon,Repeat
ORD04164,2025-09-10,CUST5361,21,Male,Haryana,Hair Serum,Hair Care,3,699,2097,UPI,Amazon,Repeat
ORD04165,2024-12-20,CUST7339,52,Female,Rajasthan,Hair Serum,Hair Care,5,699,3495,UPI,Website,Repeat
ORD04166,2025-03-22,CUST6496,28,Female,Karnataka,Hair Capsules,Hair Care,1,899,899,UPI,Flipkart,Repeat
ORD04167,2024-08-30,CUST6917,23,Male,Gujarat,Hair Serum,Hair Care,2,699,1398,Debit Card,Amazon,Repeat
ORD04168,2025-04-24,CUST3507,21,Female,West Bengal,Skin Glow Tablets,Beauty,3,799,2397,Debit Card,Flipkart,Repeat
ORD04169,2024-07-25,CUST8603,19,Female,Punjab,Immunity Booster,Immunity,3,649,1947,UPI,Amazon,New
ORD04170,2025-04-29,CUST9504,55,Male,Uttar Pradesh,Immunity Booster,Immunity,4,649,2596,Credit Card,Website,Repeat
ORD04171,2024-10-18,CUST2691,18,Female,Bihar,Weight Control Capsules,Weight Management,4,1199,4796,Credit Card,Flipkart,New
ORD04172,2024-06-20,CUST9052,44,Female,Punjab,Detox Tea,Detox,2,599,1198,UPI,Amazon,Repeat
ORD04173,2024-11-02,CUST8815,30,Female,Bihar,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Website,Repeat
ORD04174,2025-02-11,CUST9757,33,Female,Karnataka,Hair Serum,Hair Care,3,699,2097,Credit Card,Website,Repeat
ORD04175,2024-03-15,CUST1401,34,Male,Rajasthan,Hair Oil,Hair Care,1,499,499,COD,Website,New
ORD04176,2025-01-22,CUST6991,52,Female,Rajasthan,Skin Glow Tablets,Beauty,5,799,3995,UPI,Website,New
ORD04177,2024-07-15,CUST1660,42,Female,Haryana,Weight Control Capsules,Weight Management,5,1199,5995,Debit Card,Amazon,Repeat
ORD04178,2025-01-17,CUST7276,22,Female,Punjab,Immunity Booster,Immunity,5,649,3245,UPI,Amazon,New
ORD04179,2024-04-07,CUST8135,29,Female,Uttar Pradesh,Hair Oil,Hair Care,4,499,1996,Debit Card,Amazon,New
ORD04180,2024-07-16,CUST1440,31,Female,Delhi,Skin Glow Tablets,Beauty,2,799,1598,Credit Card,Website,New
ORD04181,2025-08-16,CUST8875,49,Male,West Bengal,Hair Capsules,Hair Care,1,899,899,Credit Card,Amazon,Repeat
ORD04182,2024-07-09,CUST8745,57,Male,Karnataka,Hair Capsules,Hair Care,5,899,4495,UPI,Flipkart,Repeat
ORD04183,2025-06-15,CUST7504,21,Male,Bihar,Hair Serum,Hair Care,3,699,2097,UPI,Website,New
ORD04184,2024-06-15,CUST4718,24,Male,Punjab,Detox Tea,Detox,5,599,2995,Debit Card,Flipkart,Repeat
ORD04185,2025-09-11,CUST4945,36,Male,Delhi,Detox Tea,Detox,2,599,1198,UPI,Amazon,Repeat
ORD04186,2024-03-17,CUST8738,31,Female,Haryana,Weight Control Capsules,Weight Management,4,1199,4796,COD,Website,New
ORD04187,2024-12-15,CUST1291,24,Male,Rajasthan,Hair Capsules,Hair Care,1,899,899,COD,Amazon,New
ORD04188,2024-08-17,CUST2064,42,Female,Rajasthan,Skin Glow Tablets,Beauty,1,799,799,COD,Amazon,New
ORD04189,2024-03-27,CUST3920,36,Male,Uttar Pradesh,Hair Capsules,Hair Care,2,899,1798,Debit Card,Website,Repeat
ORD04190,2024-09-29,CUST2977,20,Male,Delhi,Hair Serum,Hair Care,5,699,3495,Credit Card,Flipkart,Repeat
ORD04191,2024-05-31,CUST8732,55,Female,Maharashtra,Hair Oil,Hair Care,5,499,2495,COD,Flipkart,New
ORD04192,2024-03-11,CUST6826,20,Male,West Bengal,Hair Capsules,Hair Care,4,899,3596,Debit Card,Flipkart,Repeat
ORD04193,2024-09-18,CUST7789,57,Female,Karnataka,Hair Oil,Hair Care,5,499,2495,COD,Website,Repeat
ORD04194,2024-02-17,CUST3848,57,Female,West Bengal,Weight Control Capsules,Weight Management,3,1199,3597,Credit Card,Amazon,Repeat
ORD04195,2025-04-02,CUST6101,24,Male,West Bengal,Detox Tea,Detox,3,599,1797,COD,Flipkart,New
ORD04196,2024-07-22,CUST4349,32,Female,Uttar Pradesh,Weight Control Capsules,Weight Management,3,1199,3597,COD,Flipkart,New
ORD04197,2024-08-02,CUST7712,22,Male,Gujarat,Hair Serum,Hair Care,1,699,699,UPI,Amazon,New
ORD04198,2024-08-11,CUST5909,26,Female,Haryana,Detox Tea,Detox,1,599,599,Debit Card,Website,Repeat
ORD04199,2024-08-12,CUST5170,39,Female,Rajasthan,Immunity Booster,Immunity,3,649,1947,UPI,Website,New
ORD04200,2024-05-19,CUST7022,19,Male,Punjab,Hair Serum,Hair Care,5,699,3495,COD,Amazon,New
ORD04201,2025-09-09,CUST1299,19,Female,Karnataka,Detox Tea,Detox,1,599,599,UPI,Website,New
ORD04202,2025-05-08,CUST9133,58,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,1,799,799,UPI,Amazon,Repeat
ORD04203,2024-03-04,CUST3300,51,Female,Rajasthan,Skin Glow Tablets,Beauty,2,799,1598,Credit Card,Website,Repeat
ORD04204,2024-01-07,CUST8861,26,Female,Maharashtra,Skin Glow Tablets,Beauty,1,799,799,Debit Card,Amazon,Repeat
ORD04205,2024-02-21,CUST2428,29,Male,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,Credit Card,Flipkart,New
ORD04206,2025-09-05,CUST6111,43,Female,Rajasthan,Hair Serum,Hair Care,1,699,699,COD,Website,Repeat
ORD04207,2024-05-07,CUST6595,21,Female,West Bengal,Weight Control Capsules,Weight Management,2,1199,2398,COD,Amazon,Repeat
ORD04208,2024-10-09,CUST5009,29,Female,Uttar Pradesh,Hair Serum,Hair Care,1,699,699,UPI,Website,Repeat
ORD04209,2024-05-27,CUST6409,38,Male,Punjab,Detox Tea,Detox,5,599,2995,Credit Card,Website,Repeat
ORD04210,2024-01-30,CUST2409,49,Male,Delhi,Weight Control Capsules,Weight Management,4,1199,4796,COD,Amazon,Repeat
ORD04211,2025-10-15,CUST9141,34,Male,West Bengal,Hair Capsules,Hair Care,3,899,2697,Credit Card,Flipkart,Repeat
ORD04212,2025-11-22,CUST2693,54,Female,West Bengal,Hair Capsules,Hair Care,2,899,1798,Debit Card,Website,Repeat
ORD04213,2024-06-06,CUST6194,41,Female,Gujarat,Hair Oil,Hair Care,3,499,1497,Credit Card,Flipkart,Repeat
ORD04214,2024-04-12,CUST5882,22,Male,Maharashtra,Skin Glow Tablets,Beauty,2,799,1598,Debit Card,Website,Repeat
ORD04215,2024-03-13,CUST2204,18,Female,Rajasthan,Weight Control Capsules,Weight Management,1,1199,1199,COD,Website,New
ORD04216,2025-12-09,CUST6926,49,Male,Karnataka,Detox Tea,Detox,4,599,2396,UPI,Amazon,New
ORD04217,2024-04-16,CUST4793,38,Female,Bihar,Immunity Booster,Immunity,3,649,1947,Credit Card,Website,Repeat
ORD04218,2025-12-15,CUST5431,52,Male,Punjab,Hair Oil,Hair Care,5,499,2495,Debit Card,Amazon,Repeat
ORD04219,2024-08-11,CUST4650,49,Female,Bihar,Hair Oil,Hair Care,1,499,499,UPI,Flipkart,Repeat
ORD04220,2024-03-13,CUST6179,24,Female,Gujarat,Skin Glow Tablets,Beauty,4,799,3196,Credit Card,Flipkart,New
ORD04221,2025-10-28,CUST6085,51,Female,Haryana,Hair Capsules,Hair Care,1,899,899,UPI,Flipkart,New
ORD04222,2025-12-12,CUST8679,36,Male,West Bengal,Hair Oil,Hair Care,2,499,998,Credit Card,Flipkart,New
ORD04223,2024-02-28,CUST6479,35,Female,Delhi,Immunity Booster,Immunity,5,649,3245,Debit Card,Website,Repeat
ORD04224,2025-11-08,CUST4814,46,Male,Uttar Pradesh,Hair Capsules,Hair Care,3,899,2697,Credit Card,Website,Repeat
ORD04225,2024-07-16,CUST6723,26,Male,Karnataka,Hair Serum,Hair Care,1,699,699,Credit Card,Amazon,Repeat
ORD04226,2025-02-28,CUST2475,57,Female,Rajasthan,Immunity Booster,Immunity,5,649,3245,Credit Card,Amazon,New
ORD04227,2025-03-04,CUST4950,52,Female,Gujarat,Hair Serum,Hair Care,2,699,1398,Credit Card,Website,Repeat
ORD04228,2025-06-23,CUST9092,37,Female,Delhi,Skin Glow Tablets,Beauty,5,799,3995,UPI,Flipkart,Repeat
ORD04229,2024-03-27,CUST1785,53,Female,West Bengal,Weight Control Capsules,Weight Management,4,1199,4796,COD,Flipkart,New
ORD04230,2024-04-22,CUST7082,52,Male,Punjab,Hair Serum,Hair Care,1,699,699,UPI,Amazon,New
ORD04231,2025-03-20,CUST6548,48,Female,Maharashtra,Detox Tea,Detox,4,599,2396,Debit Card,Amazon,Repeat
ORD04232,2024-10-11,CUST4973,46,Female,Rajasthan,Hair Serum,Hair Care,5,699,3495,Credit Card,Flipkart,New
ORD04233,2025-11-28,CUST7003,32,Male,Haryana,Detox Tea,Detox,4,599,2396,Debit Card,Amazon,New
ORD04234,2025-01-16,CUST6919,22,Male,Maharashtra,Detox Tea,Detox,2,599,1198,Credit Card,Amazon,Repeat
ORD04235,2025-11-19,CUST9220,55,Female,Maharashtra,Skin Glow Tablets,Beauty,4,799,3196,Credit Card,Flipkart,Repeat
ORD04236,2024-01-17,CUST5183,48,Female,Haryana,Hair Serum,Hair Care,2,699,1398,COD,Amazon,Repeat
ORD04237,2024-02-15,CUST3499,21,Male,Karnataka,Hair Serum,Hair Care,1,699,699,Credit Card,Website,Repeat
ORD04238,2025-01-02,CUST8865,24,Male,Delhi,Hair Capsules,Hair Care,2,899,1798,Debit Card,Flipkart,Repeat
ORD04239,2024-01-26,CUST5621,34,Male,Gujarat,Immunity Booster,Immunity,4,649,2596,Credit Card,Flipkart,Repeat
ORD04240,2025-04-01,CUST9299,25,Male,Haryana,Detox Tea,Detox,1,599,599,COD,Website,New
ORD04241,2024-06-10,CUST5131,21,Male,Gujarat,Hair Oil,Hair Care,5,499,2495,Debit Card,Flipkart,Repeat
ORD04242,2024-09-16,CUST8662,42,Female,Karnataka,Detox Tea,Detox,4,599,2396,Debit Card,Amazon,New
ORD04243,2024-03-12,CUST5527,20,Female,Maharashtra,Skin Glow Tablets,Beauty,1,799,799,Credit Card,Flipkart,New
ORD04244,2024-07-28,CUST9482,28,Male,Karnataka,Weight Control Capsules,Weight Management,3,1199,3597,COD,Flipkart,New
ORD04245,2025-07-07,CUST2501,19,Female,Delhi,Immunity Booster,Immunity,3,649,1947,UPI,Amazon,New
ORD04246,2024-07-21,CUST1747,25,Male,Rajasthan,Hair Oil,Hair Care,4,499,1996,Credit Card,Flipkart,New
ORD04247,2025-01-05,CUST5432,21,Male,Gujarat,Weight Control Capsules,Weight Management,1,1199,1199,UPI,Website,New
ORD04248,2024-01-06,CUST6533,27,Female,Rajasthan,Skin Glow Tablets,Beauty,4,799,3196,Debit Card,Amazon,New
ORD04249,2024-02-10,CUST1857,27,Female,Karnataka,Hair Serum,Hair Care,1,699,699,COD,Amazon,New
ORD04250,2025-05-23,CUST9845,47,Male,West Bengal,Hair Serum,Hair Care,4,699,2796,Debit Card,Website,New
ORD04251,2025-03-08,CUST2081,43,Male,Delhi,Immunity Booster,Immunity,3,649,1947,Credit Card,Flipkart,New
ORD04252,2024-07-19,CUST4069,35,Female,Rajasthan,Immunity Booster,Immunity,4,649,2596,COD,Flipkart,Repeat
ORD04253,2024-11-09,CUST7574,59,Male,Gujarat,Detox Tea,Detox,4,599,2396,Debit Card,Flipkart,Repeat
ORD04254,2024-06-10,CUST2844,19,Female,Maharashtra,Hair Oil,Hair Care,3,499,1497,COD,Flipkart,Repeat
ORD04255,2025-08-28,CUST5839,44,Male,Uttar Pradesh,Detox Tea,Detox,3,599,1797,COD,Website,Repeat
ORD04256,2025-01-28,CUST8563,50,Female,Maharashtra,Hair Serum,Hair Care,3,699,2097,Debit Card,Website,Repeat
ORD04257,2024-07-28,CUST1213,27,Female,Gujarat,Detox Tea,Detox,1,599,599,Debit Card,Website,Repeat
ORD04258,2025-01-24,CUST3167,25,Female,Maharashtra,Weight Control Capsules,Weight Management,1,1199,1199,Debit Card,Website,Repeat
ORD04259,2024-05-26,CUST4411,51,Male,West Bengal,Immunity Booster,Immunity,3,649,1947,UPI,Amazon,New
ORD04260,2025-03-13,CUST2299,19,Female,Maharashtra,Hair Oil,Hair Care,2,499,998,COD,Flipkart,Repeat
ORD04261,2025-06-14,CUST3940,35,Female,Gujarat,Hair Capsules,Hair Care,3,899,2697,Debit Card,Website,Repeat
ORD04262,2025-09-03,CUST8338,18,Female,Punjab,Hair Serum,Hair Care,2,699,1398,Credit Card,Amazon,New
ORD04263,2025-05-24,CUST3413,21,Female,Delhi,Skin Glow Tablets,Beauty,5,799,3995,Credit Card,Website,New
ORD04264,2024-01-26,CUST4937,25,Male,Delhi,Detox Tea,Detox,3,599,1797,UPI,Amazon,Repeat
ORD04265,2024-01-03,CUST9015,18,Female,Gujarat,Weight Control Capsules,Weight Management,3,1199,3597,Debit Card,Amazon,New
ORD04266,2025-09-21,CUST1950,38,Male,Karnataka,Hair Serum,Hair Care,3,699,2097,Credit Card,Website,Repeat
ORD04267,2024-10-02,CUST7172,50,Male,Uttar Pradesh,Weight Control Capsules,Weight Management,5,1199,5995,UPI,Flipkart,New
ORD04268,2024-10-20,CUST4884,46,Female,Uttar Pradesh,Hair Oil,Hair Care,5,499,2495,COD,Amazon,Repeat
ORD04269,2024-02-22,CUST3754,18,Male,West Bengal,Hair Capsules,Hair Care,2,899,1798,Credit Card,Website,Repeat
ORD04270,2025-05-28,CUST7906,45,Male,Bihar,Hair Oil,Hair Care,3,499,1497,UPI,Website,New
ORD04271,2024-07-29,CUST1102,55,Male,Punjab,Hair Oil,Hair Care,2,499,998,UPI,Flipkart,Repeat
ORD04272,2025-07-23,CUST6452,52,Male,Maharashtra,Hair Capsules,Hair Care,1,899,899,UPI,Amazon,New
ORD04273,2024-12-26,CUST6518,29,Male,Uttar Pradesh,Hair Capsules,Hair Care,4,899,3596,Debit Card,Flipkart,Repeat
ORD04274,2024-10-21,CUST9091,51,Male,Maharashtra,Detox Tea,Detox,2,599,1198,COD,Amazon,New
ORD04275,2025-04-03,CUST2408,56,Female,Rajasthan,Hair Capsules,Hair Care,4,899,3596,UPI,Amazon,Repeat
ORD04276,2025-01-09,CUST4817,39,Female,Uttar Pradesh,Hair Capsules,Hair Care,4,899,3596,COD,Flipkart,Repeat
ORD04277,2025-02-26,CUST4069,52,Male,Gujarat,Weight Control Capsules,Weight Management,2,1199,2398,COD,Website,New
ORD04278,2025-08-04,CUST4398,25,Male,West Bengal,Hair Capsules,Hair Care,1,899,899,UPI,Amazon,New
ORD04279,2024-12-02,CUST3983,25,Male,Gujarat,Weight Control Capsules,Weight Management,5,1199,5995,COD,Website,New
ORD04280,2025-07-01,CUST3970,23,Female,Haryana,Detox Tea,Detox,3,599,1797,UPI,Amazon,New
ORD04281,2025-02-12,CUST9542,39,Male,Karnataka,Skin Glow Tablets,Beauty,5,799,3995,UPI,Flipkart,Repeat
ORD04282,2024-04-20,CUST8606,52,Female,Punjab,Weight Control Capsules,Weight Management,2,1199,2398,COD,Flipkart,Repeat
ORD04283,2025-06-15,CUST5195,51,Male,Maharashtra,Hair Capsules,Hair Care,1,899,899,UPI,Website,New
ORD04284,2025-10-26,CUST9374,48,Male,Haryana,Detox Tea,Detox,4,599,2396,COD,Website,New
ORD04285,2024-04-20,CUST7404,41,Male,West Bengal,Detox Tea,Detox,5,599,2995,UPI,Website,Repeat
ORD04286,2025-02-20,CUST2895,46,Female,Maharashtra,Hair Oil,Hair Care,2,499,998,Debit Card,Website,Repeat
ORD04287,2024-04-29,CUST1397,23,Male,Gujarat,Weight Control Capsules,Weight Management,3,1199,3597,UPI,Flipkart,New
ORD04288,2025-04-15,CUST2962,59,Female,Punjab,Detox Tea,Detox,3,599,1797,Credit Card,Amazon,New
ORD04289,2024-01-08,CUST6815,37,Female,Bihar,Hair Oil,Hair Care,4,499,1996,UPI,Flipkart,Repeat
ORD04290,2025-09-08,CUST2844,45,Female,Rajasthan,Skin Glow Tablets,Beauty,3,799,2397,UPI,Website,New
ORD04291,2025-11-10,CUST8190,53,Female,Haryana,Immunity Booster,Immunity,1,649,649,COD,Amazon,New
ORD04292,2025-09-19,CUST7463,27,Male,Maharashtra,Detox Tea,Detox,2,599,1198,COD,Flipkart,New
ORD04293,2024-02-13,CUST8326,52,Female,Haryana,Detox Tea,Detox,1,599,599,Debit Card,Amazon,New
ORD04294,2025-07-10,CUST9200,18,Male,Gujarat,Hair Capsules,Hair Care,4,899,3596,Credit Card,Amazon,Repeat
ORD04295,2025-07-05,CUST7699,29,Female,West Bengal,Hair Serum,Hair Care,2,699,1398,Debit Card,Flipkart,Repeat
ORD04296,2024-02-21,CUST8636,55,Female,Uttar Pradesh,Skin Glow Tablets,Beauty,1,799,799,Credit Card,Website,New
ORD04297,2024-10-23,CUST4923,24,Male,Bihar,Hair Capsules,Hair Care,5,899,4495,Debit Card,Website,New
ORD04298,2025-04-16,CUST3007,43,Male,Punjab,Weight Control Capsules,Weight Management,4,1199,4796,COD,Flipkart,New
ORD04299,2025-10-05,CUST3264,23,Female,Karnataka,Weight Control Capsules,Weight Management,5,1199,5995,Credit Card,Flipkart,Repeat
ORD04300,2025-08-17,CUST8025,45,Male,Haryana,Weight Control Capsules,Weight Management,1,1199,1199,Credit Card,Website,Repeat
ORD04301,2025-05-03,CUST6478,59,Male,Delhi,Detox Tea,Detox,4,599,2396,Credit Card,Website,Repeat
ORD04302,2025-08-13,CUST2807,38,Male,Haryana,Hair Capsules,Hair Care,3,899,2697,Debit Card,Flipkart,Repeat
ORD04303,2025-06-13,CUST4818,25,Male,Maharashtra,Immunity Booster,Immunity,5,649,3245,Debit Card,Website,Repeat
ORD04304,2024-03-25,CUST4812,29,Female,Uttar Pradesh,Hair Capsules,Hair Care,4,899,3596,UPI,Amazon,Repeat
ORD04305,2025-02-28,CUST1055,52,Female,Gujarat,Detox Tea,Detox,3,599,1797,UPI,Flipkart,Repeat
ORD04306,2024-01-08,CUST7267,54,Female,Karnataka,Weight Control Capsules,Weight Management,2,1199,2398,Credit Card,Website,New
ORD04307,2024-11-25,CUST7045,43,Female,Rajasthan,Hair Serum,Hair Care,2,699,1398,Debit Card,Website,New
ORD04308,2025-03-02,CUST9406,56,Male,Maharashtra,Immunity Booster,Immunity,1,649,649,Debit Card,Amazon,Repeat
ORD04309,2024-09-30,CUST4112,59,Male,Gujarat,Detox Tea,Detox,2,599,1198,Credit Card,Amazon,Repeat
ORD04310,2024-03-14,CUST5769,31,Female,Maharashtra,Skin Glow Tablets,Beauty,3,799,2397,Credit Card,Flipkart,New
ORD04311,2025-02-26,CUST9312,51,Female,Gujarat,Skin Glow Tablets,Beauty,4,799,3196,UPI,Amazon,New
ORD04312,2024-01-14,CUST6425,53,Male,Bihar,Weight Control Capsules,Weight Management,2,1199,2398,UPI,Amazon,New
ORD04313,2025-12-22,CUST8491,32,Female,Karnataka,Hair Capsules,Hair Care,2,899,1798,COD,Website,New
ORD04314,2024-09-02,CUST1894,31,Male,Punjab,Hair Serum,Hair Care,2,699,1398,COD,Flipkart,New
ORD04315,2024-05-23,CUST8808,39,Male,Delhi,Hair Serum,Hair Care,4,699,2796,Debit Card,Amazon,Repeat
ORD04316,2025-01-06,CUST7998,18,Female,Maharashtra,Hair Capsules,Hair Care,4,899,3596,COD,Flipkart,New
ORD04317,2025-10-29,CUST2446,36,Male,Uttar Pradesh,Hair Oil,Hair Care,3,499,1497,COD,Amazon,New
ORD04318,2024-09-01,CUST8190,22,Female,Haryana,Immunity Booster,Immunity,1,649,649,COD,Flipkart,New
ORD04319,2025-06-08,CUST8688,35,Male,Rajasthan,Immunity Booster,Immunity,2,649,1298,Debit Card,Website,Repeat
ORD04320,2025-06-05,CUST9809,26,Male,West Bengal,Detox Tea,Detox,2,599,1198,COD,Amazon,Repeat
ORD04321,2024-04-01,CUST4706,37,Male,Gujarat,Skin Glow Tablets,Beauty,2,799,1598,COD,Website,Repeat
ORD04322,2024-03-26,CUST7124,55,Female,Uttar Pradesh,Hair Oil,Hair Care,5,499,2495,UPI,Flipkart,New
ORD04323,2024-12-19,CUST4482,40,Male,Haryana,Immunity Booster,Immunity,3,649,1947,COD,Flipkart,Repeat
ORD04324,2025-01-13,CUST8155,34,Female,Delhi,Hair Oil,Hair Care,5,499,2495,Debit Card,Website,New
ORD04325,2025-09-24,CUST5237,43,Male,Punjab,Detox Tea,Detox,1,599,599,COD,Website,Repeat
ORD04326,2024-01-30,CUST8376,28,Male,Gujarat,Hair Oil,Hair Care,1,499,499,Credit Card,Amazon,New
ORD04327,2024-11-24,CUST1171,48,Male,Gujarat,Hair Oil,Hair Care,4,499,1996,Credit Card,Flipkart,Repeat
ORD04328,2025-11-26,CUST3544,41,Male,Uttar Pradesh,Hair Serum,Hair Care,4,699,2796,Credit Card,Amazon,Repeat
ORD04329,2025-10-30,CUST2627,21,Male,Bihar,Weight Control Capsules,Weight Management,2,1199,2398,Debit Card,Website,Repeat
ORD04330,2024-03-31,CUST1902,53,Female,Bihar,Hair Serum,Hair Care,1,699,699,Debit Card,Flipkart,Repeat
ORD04331,2024-05-12,CUST8851,59,Female,Maharashtra,Hair Capsules,Hair Care,2,899,1798,COD,Amazon,Repeat
ORD04332,2025-01-18,CUST7462,50,Male,Gujarat,Skin Glow Tablets,Beauty,4,799,3196,UPI,Flipkart,New
ORD04333,2024-11-25,CUST8323,52,Female,Bihar,Weight Control Capsules,Weight Management,4,1199,4796,COD,Flipkart,New
ORD04334,2025-06-18,CUST9572,56,Male,West Bengal,Detox Tea,Detox,2,599,1198,Debit Card,Website,New
ORD04335,2025-06-30,CUST5422,51,Female,Rajasthan,Immunity Booster,Immunity,2,649,1298,UPI,Flipkart,New
